model,target,ablation_mode,case_id,diagnostic_axis,status,target_turn_count,state_observation_count,state_update_count,state_status,eudr_slope_raw,eudr_ratio_raw,eudr_valid,eudr_effective,pcg_first_valid_probe_turn,pcg_valid_probe_hit_rate,pcg_valid_probe_coverage,msti_effective,msti_source,ctr_cardinal_trigger_rate,ctr_opportunities,boi_raw,boi_valid,boi_effective,kbv_opportunities,kbv_violations,kbv_status,kbv_rate_effective,ecdr_candidate_evidence_rate,acceptable_candidate_hit,target_supplied_acceptable_evidence,elicitation_success_aux,mae,topk_f1,notes,recommendation_f1_at_1,recommendation_f1_at_3,recommendation_f1_at_5,recommendation_f1_at_10
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-640-005,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.6666666666666666,1.0,observed_delta_phi,0.3333333333333333,3,1.1550741902597201,True,1.1550741902597201,0,0,no_kbv_opportunity,,1.0,True,True,False,0.14124675200612352,0.0,KBV no opportunity,0.0,0.6666666666666666,0.8000000000000002,0.5
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-580-003,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.6666666666666666,3,2.7063674700631704,True,2.7063674700631704,0,0,no_kbv_opportunity,,1.0,True,True,True,0.09357868681794256,1.0,KBV no opportunity,1.0,1.0,0.8000000000000002,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-560-006,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.3333333333333333,1.0,observed_delta_phi,0.6666666666666666,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.19348578608145967,0.0,,1.0,0.6666666666666666,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-520-001,geo_tier,ok,4,4,3,updated,1.1666666666666667,0.7,True,1.1666666666666667,1,0.75,0.6666666666666666,1.0,observed_delta_phi,0.5,4,1.0,True,1.0,3,0,measured,0.0,0.0,False,False,False,0.17348578608145965,0.0,,0.0,0.0,0.20000000000000004,0.6
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-630-004,geo_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,0.6666666666666666,0.50166667,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.14,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,0.6666666666666666,0.4000000000000001,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-590-011,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,1,measured,0.5,1.0,True,True,True,0.1119663871219152,0.0,,1.0,0.6666666666666666,0.6,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-570-007,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.3333333333333333,1.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.19348578608145967,0.0,,0.0,0.6666666666666666,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-600-009,major_tier,ok,4,4,3,updated,0.6266666666666666,0.376,True,0.6266666666666666,1,0.75,0.3333333333333333,1.0,observed_delta_phi,0.25,4,1.0000000000000004,True,1.0000000000000004,0,0,no_kbv_opportunity,,0.0,False,False,False,0.17359350758067774,0.0,KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-650-010,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.6666666666666666,1.0,observed_delta_phi,0.6666666666666666,3,2.7063674700631704,True,2.7063674700631704,2,0,measured,0.0,0.0,False,False,False,0.10817540964643806,0.5,,0.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-610-014,risk_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.55,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.15199999999999997,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-680-015,risk_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.6,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.15199999999999997,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-600-013,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,1,measured,0.5,0.0,False,False,False,0.1119663871219152,0.0,,1.0,0.3333333333333333,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-600-012,risk_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.1119663871219152,0.0,,1.0,0.3333333333333333,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-520-016,tuition_value,ok,4,4,3,updated,0.6266666666666666,0.376,True,0.6266666666666666,1,0.75,1.0,1.0,observed_delta_phi,0.25,4,1.0,True,1.0,0,0,no_kbv_opportunity,,0.0,False,False,False,0.1136909287568421,0.5,KBV no opportunity,1.0,0.3333333333333333,0.8000000000000002,0.6
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-600-018,tuition_value,ok,4,4,3,updated,1.1666666666666667,0.7,True,1.1666666666666667,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,1.0000000000000002,True,1.0000000000000002,0,0,no_kbv_opportunity,,0.0,False,False,False,0.17748578608145965,0.0,KBV no opportunity,0.0,0.0,0.6,0.7
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-590-023,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.0,3,1.1550741902597201,True,1.1550741902597201,0,0,no_kbv_opportunity,,0.0,False,False,False,0.07313775822609232,1.0,KBV no opportunity,1.0,1.0,0.8000000000000002,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-600-021,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.3333333333333333,3,1.1550741902597201,True,1.1550741902597201,0,0,no_kbv_opportunity,,0.0,False,False,False,0.07313775822609232,1.0,KBV no opportunity,1.0,1.0,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-590-022,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,1.0,3,1.0,True,1.0,2,0,measured,0.0,0.0,False,False,False,0.07179832273149132,1.0,,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-620-024,major_quality,ok,4,4,3,updated,1.1666666666666667,0.7,True,1.1666666666666667,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,1.4834320401071572,True,1.4834320401071572,3,1,measured,0.3333333333333333,0.0,False,False,False,0.11153108358511879,0.5,,1.0,1.0,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-550-017,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.6666666666666666,3,1.483432040107157,True,1.483432040107157,2,0,measured,0.0,0.0,False,False,False,0.1452175079664237,0.5,,0.0,0.0,0.20000000000000004,0.7
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-550-027,employment_outcome,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.6666666666666666,3,1.822332987466155,True,1.822332987466155,2,0,measured,0.0,0.0,False,False,False,0.22211612941879091,0.0,,1.0,0.3333333333333333,0.4000000000000001,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-650-030,employment_outcome,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.71083333,expected_msti,0.0,1,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-600-028,employment_outcome,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.3333333333333333,3,1.1550741902597201,True,1.1550741902597201,0,0,no_kbv_opportunity,,0.0,False,False,False,0.08351175347793802,1.0,KBV no opportunity,1.0,1.0,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-550-002,geo_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.6666666666666666,1.0,observed_delta_phi,0.3333333333333333,3,1.0,True,1.0,0,0,no_kbv_opportunity,,1.0,True,True,True,0.17348578608145965,0.0,KBV no opportunity,1.0,0.3333333333333333,0.20000000000000004,0.20000000000000004
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-520-026,employment_outcome,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.3333333333333333,3,1.0000000000000002,True,1.0000000000000002,0,0,no_kbv_opportunity,,0.0,False,False,False,0.06102842783708068,1.0,KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-680-025,major_quality,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.3333333333333333,3,1.1550741902597201,True,1.1550741902597201,0,0,no_kbv_opportunity,,0.0,False,False,False,0.07313775822609232,1.0,KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-610-019,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.3333333333333333,3,1.1550741902597206,True,1.1550741902597206,2,0,measured,0.0,0.0,False,False,False,0.18724149451593844,0.0,,0.0,0.0,0.0,0.7
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-590-008,major_tier,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,0.3333333333333333,1.0,observed_delta_phi,0.3333333333333333,3,1.0,True,1.0,1,0,measured,0.0,0.0,False,False,False,0.19348578608145967,0.0,,0.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-550-020,tuition_value,ok,3,3,2,updated,1.875,0.75,True,1.875,1,0.6666666666666666,1.0,1.0,observed_delta_phi,0.6666666666666666,3,1.483432040107157,True,1.483432040107157,2,0,measured,0.0,0.0,False,False,False,0.1452175079664237,0.5,,0.0,0.3333333333333333,0.4000000000000001,0.5
Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-620-029,employment_outcome,ok,4,4,3,updated,1.1666666666666667,0.7,True,1.1666666666666667,1,0.75,1.0,1.0,observed_delta_phi,0.25,4,1.1550741902597206,True,1.1550741902597206,3,0,measured,0.0,0.0,False,False,False,0.08351175347793802,1.0,,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-geo_tier-630-004,geo_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,0.6666666666666666,0.50166667,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.14,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,0.6666666666666666,0.4000000000000001,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_tier-570-007,major_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.3333333333333333,1.0,observed_delta_phi,0.75,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.6666666666666666,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_tier-590-008,major_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.3333333333333333,1.0,observed_delta_phi,0.75,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_tier-560-006,major_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.3333333333333333,1.0,observed_delta_phi,1.0,4,0.0,False,,2,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_tier-600-009,major_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.3333333333333333,1.0,observed_delta_phi,0.5,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-610-014,risk_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.55,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.15199999999999997,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,1.0,1.0,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-590-011,risk_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,1.0,4,0.0,False,,3,1,measured,0.3333333333333333,1.0,True,True,True,0.15199999999999997,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-680-015,risk_tier,ok,1,1,0,single_turn_no_update_opportunity,0.0,0.0,False,,1,1.0,1.0,0.6,expected_msti,1.0,1,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.15199999999999997,0.0,BOI single_turn_no_update_opportunity; EUDR single_turn_no_update_opportunity; KBV no opportunity,1.0,0.6666666666666666,0.8000000000000002,1.0
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-600-018,tuition_value,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.25,4,0.0,False,,2,0,measured,0.0,0.0,False,False,False,0.124,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.0,0.20000000000000004,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-geo_tier-580-003,geo_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.6666666666666666,1.0,observed_delta_phi,0.5,4,0.0,False,,0,0,no_kbv_opportunity,,1.0,True,True,True,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,1.0,1.0,0.8000000000000002,0.4000000000000001
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-520-016,tuition_value,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.124,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.7
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_tier-650-010,major_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.3333333333333333,1.0,observed_delta_phi,0.5,4,0.0,False,,1,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-geo_tier-520-001,geo_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.6666666666666666,1.0,observed_delta_phi,0.5,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.0,0.20000000000000004,0.6
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-600-021,major_quality,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,1.0,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.16799999999999998,0.5,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.6,0.8000000000000002
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-geo_tier-640-005,geo_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,0.6666666666666666,1.0,observed_delta_phi,1.0,4,0.0,False,,3,1,measured,0.3333333333333333,1.0,True,True,True,0.14,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.6666666666666666,0.8000000000000002,0.6
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-600-013,risk_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.75,4,0.0,False,,3,1,measured,0.3333333333333333,0.0,False,False,False,0.15199999999999997,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-610-019,tuition_value,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.124,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,0.0,0.0,0.0,0.7
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-risk_tier-600-012,risk_tier,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.5,4,0.0,False,,2,0,measured,0.0,0.0,False,False,False,0.15199999999999997,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-590-022,major_quality,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,1.0,4,0.0,False,,3,0,measured,0.0,0.0,False,False,False,0.16799999999999998,0.5,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled,1.0,0.6666666666666666,1.0,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-major_quality-620-024,major_quality,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.0,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.16799999999999998,0.5,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,1.0,1.0,0.8000000000000002,0.9
Pro/zai-org/GLM-5.1,app_pareto_no_tracker,no_tracker,one-constrain-tuition_value-550-020,tuition_value,ok,4,4,0,frozen_state_tracker_disabled,0.0,0.0,False,,1,0.75,1.0,1.0,observed_delta_phi,0.25,4,0.0,False,,0,0,no_kbv_opportunity,,0.0,False,False,False,0.124,0.0,BOI frozen_state_tracker_disabled; EUDR frozen_state_tracker_disabled; KBV no opportunity,0.0,0.0,0.4000000000000001,0.6
